Player 1: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 953: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 954: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 955: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 956: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 957: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 958: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 959: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 960: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 961: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 962: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 963: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 964: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 965: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 966: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 967: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 968: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 969: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 970: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 971: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 972: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 973: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 974: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 975: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 976: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 977: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 978: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 979: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 980: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 981: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 982: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 983: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 984: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 985: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 986: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 987: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 988: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 989: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 990: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 991: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 992: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 993: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 994: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 995: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 996: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 997: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 998: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 999: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 1000: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
